index	form	lemma	signature	pos	framename	frameID	origin
12046	rattle	rattle	rattle.v	v	Cause_impact	395	FN
12047	rattle	rattle	rattle.v	v	Communication_noise	39	FN
12048	rattle	rattle	rattle.v	v	Experiencer_obj	47	FN
12049	rattle	rattle	rattle.v	v	Impact	311	FN
12050	rattle	rattle	rattle.v	v	Make_noise	69	FN
12051	rattled	rattled	rattled.a	a	Emotion_directed	46	FN
12052	rave	rave	rave.n	n	Social_event	125	FN
12053	rave	rave	rave.v	v	Communication_manner	38	FN
12054	rave	rave	rave.v	v	Judgment_communication	219	FN
12055	ravenous	ravenous	ravenous.a	a	Biological_urge	394	FN
12056	ravine	ravine	ravine.n	n	Natural_features	191	FN
12057	ravine	ravine	ravine.n	n	Natural_features	191	training
12058	raw	raw	raw.a	a	Degree_of_processing	1159	FN
12059	raw	raw	raw.a	a	Degree_of_processing	1159	training
12060	raze	raze	raze.v	v	Destroying	417	FN
12061	razed	raze	raze.v	v	Destroying	417	training
12062	reach	reach	reach.n	n	Range	1350	FN
12063	reach	reach	reach.n	n	Range	1350	training
12064	reach	reach	reach.v	v	Arriving	54	FN
12065	reach	reach	reach.v	v	Arriving	54	training
12066	reach	reach	reach.v	v	Change_position_on_a_scale	91	FN
12067	reach	reach	reach.v	v	Contacting	286	FN
12068	reach	reach	reach.v	v	Path_shape	61	FN
12069	reached	reach	reach.v	v	Arriving	54	training
12070	reaching	reach	reach.v	v	Arriving	54	training
12071	react	react	react.v	v	Response	1302	FN
12072	reaction	reaction	reaction.n	n	Communication_response	42	FN
12073	reaction	reaction	reaction.n	n	Response	1302	FN
12074	reaction	reaction	reaction.n	n	Response	1302	training
12075	reactor	reactor	reactor.n	n	Locale_by_use	196	FN
12076	reactor	reactor	reactor.n	n	Locale_by_use	196	training
12077	reactors	reactor	reactor.n	n	Locale_by_use	196	training
12078	read	read	read.v	v	Categorization	21	FN
12079	read	read	read.v	v	Hear	37	FN
12080	read	read	read.v	v	Reading	279	FN
12081	read	read	read.v	v	Reading	279	training
12082	read	read	read.v	v	Reading_aloud	2202	FN
12083	read out	read out	read out.v	v	Reading_aloud	2202	FN
12084	reader	reader	reader.n	n	Reading	279	FN
12085	readers	reader	reader.n	n	Reading	279	training
12086	reading	read	read.v	v	Reading	279	training
12087	reading	reading	reading.n	n	Linguistic_meaning	406	FN
12088	ready	ready	ready.a	a	Activity_ready_state	169	FN
12089	ready	ready	ready.a	a	Activity_ready_state	169	training
12090	ready	ready	ready.v	v	Activity_prepare	170	FN
12091	reaffirm	reaffirm	reaffirm.v	v	Statement	43	FN
12092	reaffirming	reaffirm	reaffirm.v	v	Statement	43	training
12093	reaffirms	reaffirm	reaffirm.v	v	Statement	43	training
12094	real	real	real.a	a	Existence	660	FN
12095	real	real	real.a	a	Existence	660	training
12096	realization	realization	realization.n	n	Coming_to_believe	23	FN
12097	realize	realize	realize.v	v	Coming_to_believe	23	FN
12098	realize	realize	realize.v	v	Coming_to_believe	23	training
12099	realized	realize	realize.v	v	Coming_to_believe	23	training
12100	realm	realm	realm.n	n	Political_locales	195	FN
12101	reappraisal	reappraisal	reappraisal.n	n	Assessing	519	FN
12102	reappraise	reappraise	reappraise.v	v	Assessing	519	FN
12103	reappraised	reappraise	reappraise.v	v	Assessing	519	training
12104	rear	rear	rear.a	a	Part_orientational	143	FN
12105	rear	rear	rear.n	n	Part_orientational	143	FN
12106	rear	rear	rear.n	n	Part_orientational	143	training
12107	reason	reason	reason.n	n	Causation	5	FN
12108	reason	reason	reason.n	n	Causation	5	training
12109	reason	reason	reason.n	n	Reason	514	FN
12110	reason	reason	reason.n	n	Reason	514	training
12111	reason	reason	reason.v	v	Reasoning	308	FN
12112	reasonable	reasonable	reasonable.a	a	Mental_property	29	FN
12113	reasonable	reasonable	reasonable.a	a	Mental_property	29	training
12114	reasons	reason	reason.n	n	Causation	5	training
12115	reasons	reason	reason.n	n	Reason	514	training
12116	reassurance	reassurance	reassurance.n	n	Reassuring	1378	FN
12117	reassurance	reassurance	reassurance.n	n	Reassuring	1378	training
12118	reassure	reassure	reassure.v	v	Experiencer_obj	47	FN
12119	reassure	reassure	reassure.v	v	Reassuring	1378	FN
12120	reassuring	reassuring	reassuring.a	a	Stimulus_focus	364	FN
12121	reawaken	reawaken	reawaken.v	v	Rejuvenation	1614	FN
12122	rebellion	rebellion	rebellion.n	n	Change_of_leadership	72	FN
12123	rebellion	rebellion	rebellion.n	n	Change_of_leadership	72	training
12124	rebuff	rebuff	rebuff.n	n	Respond_to_proposal	1623	FN
12125	rebuff	rebuff	rebuff.v	v	Respond_to_proposal	1623	FN
12126	rebuffed	rebuff	rebuff.v	v	Respond_to_proposal	1623	training
12127	rebuke	rebuke	rebuke.n	n	Judgment_direct_address	711	FN
12128	rebuke	rebuke	rebuke.v	v	Judgment_direct_address	711	FN
12129	rebuked	rebuke	rebuke.v	v	Judgment_direct_address	711	training
12130	recall	recall	recall.v	v	Evoking	1012	FN
12131	recall	recall	recall.v	v	Memory	135	FN
12132	recall	recall	recall.v	v	Remembering_experience	1222	FN
12133	receipt	receipt	receipt.n	n	Receiving	411	FN
12134	receive	receive	receive.v	v	Receiving	411	FN
12135	receive	receive	receive.v	v	Receiving	411	training
12136	received	receive	receive.v	v	Receiving	411	training
12137	receives	receive	receive.v	v	Receiving	411	training
12138	receiving	receive	receive.v	v	Receiving	411	training
12139	recent	recent	recent.a	a	Relative_time	81	FN
12140	recent	recent	recent.a	a	Relative_time	81	training
12141	recently	recently	recently.adv	adv	Temporal_collocation	1895	FN
12142	recently	recently	recently.adv	adv	Temporal_collocation	1895	training
12143	reception	reception	reception.n	n	Social_event	125	FN
12144	receptionist	receptionist	receptionist.n	n	People_by_vocation	1071	FN
12145	recipe	recipe	recipe_((cooking)).n	n	Means	1790	FN
12146	reckon	reckon	reckon.v	v	Awareness	19	FN
12147	recluse	recluse	recluse.n	n	Sociability	74	FN
12148	recognize	recognize	recognize.v	v	Becoming_aware	20	FN
12149	recognize	recognize	recognize.v	v	Becoming_aware	20	training
12150	recognized	recognize	recognize.v	v	Becoming_aware	20	training
12151	recollect	recollect	recollect.v	v	Memory	135	FN
12152	recollection	recollection	recollection.n	n	Memory	135	FN
12153	recompense	recompense	recompense.v	v	Rewards_and_punishments	216	FN
12154	recondite	recondite	recondite.a	a	Obscurity	1881	FN
12155	reconnoitre	reconnoitre	reconnoitre.v	v	Inspecting	1262	FN
12156	reconnoitre	reconnoitre	reconnoitre.v	v	Scrutiny	31	FN
12157	record	record	record.v	v	Recording	1615	FN
12158	recorded	record	record.v	v	Recording	1615	training
12159	records	record	record.v	v	Recording	1615	training
12160	recount	recount	recount.v	v	Statement	43	FN
12161	recount	recount	recount.v	v	Statement	43	training
12162	recover	recover	recover.v	v	Recovery	51	FN
12163	recover	recover	recover.v	v	Recovery	51	training
12164	recovering	recover	recover.v	v	Recovery	51	training
12165	recovery	recovery	recovery.n	n	Recovery	51	FN
12166	recovery	recovery	recovery.n	n	Recovery	51	training
12167	recreation	recreation	recreation.n	n	Stimulus_focus	364	FN
12168	recreation	recreation	recreation.n	n	Stimulus_focus	364	training
12169	recriminate	recriminate	recriminate.v	v	Judgment_communication	219	FN
12170	recrimination	recrimination	recrimination.n	n	Judgment_communication	219	FN
12171	rector	rector	rector.n	n	Leadership	73	FN
12172	recuperate	recuperate	recuperate.v	v	Recovery	51	FN
12173	recuperation	recuperation	recuperation.n	n	Recovery	51	FN
12174	recurrent	recurrent	recurrent.a	a	Frequency	80	FN
12175	recurring	recurring	recurring.a	a	Frequency	80	FN
12176	red	red	red.a	a	Color	423	FN
12177	red	red	red.a	a	Color	423	training
12178	red carpet	red carpet	red carpet.n	n	Hospitality	1970	FN
12179	red-haired	red-haired	red-haired.a	a	Body_description_part	235	FN
12180	redefine	redefine	redefine.v	v	Communicate_categorization	796	FN
12181	redefinition	redefinition	redefinition.n	n	Communicate_categorization	796	FN
12182	redhead	redhead	redhead.n	n	Body_description_part	235	FN
12183	redirect	redirect	redirect.v	v	Redirecting	1530	FN
12184	redirected	redirect	redirect.v	v	Redirecting	1530	training
12185	reduce	reduce	reduce.v	v	Cause_change_of_position_on_a_scale	96	FN
12186	reduce	reduce	reduce.v	v	Cause_change_of_position_on_a_scale	96	training
12187	reduced	reduce	reduce.v	v	Cause_change_of_position_on_a_scale	96	training
12188	reducing	reduce	reduce.v	v	Cause_change_of_position_on_a_scale	96	training
12189	reduction	reduction	reduction.n	n	Cause_change_of_position_on_a_scale	96	FN
12190	reduction	reduction	reduction.n	n	Cause_change_of_position_on_a_scale	96	training
12191	reduction	reduction	reduction.n	n	Cause_expansion	77	FN
12192	reductions	reduction	reduction.n	n	Cause_change_of_position_on_a_scale	96	training
12193	reduplicate	reduplicate	reduplicate.v	v	Duplication	11	FN
12194	reef	reef	reef.n	n	Natural_features	191	FN
12195	reef	reef	reef.n	n	Natural_features	191	training
12196	reefs	reef	reef.n	n	Natural_features	191	training
12197	reek	reek	reek.n	n	Chemical-sense_description	271	FN
12198	reek	reek	reek.n	n	Sensation	71	FN
12199	reek	reek	reek.v	v	Appearance	67	FN
12200	reek	reek	reek.v	v	Chemical-sense_description	271	FN
12201	refectory	refectory	refectory.n	n	Building_subparts	188	FN
12202	refer	refer	refer.v	v	Referring_by_name	1253	FN
12203	referential	referential	referential.a	a	Linguistic_meaning	406	FN
12204	reflect	reflect	reflect.v	v	Cogitation	22	FN
12205	reflection	reflection	reflection.n	n	Cogitation	22	FN
12206	reform	reform	reform.n	n	Reforming_a_system	1571	FN
12207	reform	reform	reform.n	n	Reforming_a_system	1571	training
12208	reform	reform	reform.v	v	Reforming_a_system	1571	FN
12209	reforms	reform	reform.n	n	Reforming_a_system	1571	training
12210	refrain	refrain	refrain.v	v	Forgoing	1304	FN
12211	refrain	refrain	refrain.v	v	Forgoing	1304	training
12212	refresh	refresh	refresh.v	v	Rejuvenation	1614	FN
12213	refrigerate	refrigerate	refrigerate.v	v	Cause_temperature_change	334	FN
12214	refrigerate	refrigerate	refrigerate.v	v	Inchoative_change_of_temperature	797	FN
12215	refulgence	refulgence	refulgence.n	n	Light_movement	131	FN
12216	refulgence	refulgence	refulgence.n	n	Location_of_light	105	FN
12217	refulgent	refulgent	refulgent.a	a	Location_of_light	105	FN
12218	refusal	refusal	refusal.n	n	Agree_or_refuse_to_act	1625	FN
12219	refuse	refuse	refuse.v	v	Agree_or_refuse_to_act	1625	FN
12220	refuse	refuse	refuse.v	v	Agree_or_refuse_to_act	1625	training
12221	refuse	refuse	refuse.v	v	Respond_to_proposal	1623	FN
12222	refused	refuse	refuse.v	v	Agree_or_refuse_to_act	1625	training
12223	refuses	refuse	refuse.v	v	Agree_or_refuse_to_act	1625	training
12224	refute	refute	refute.v	v	Statement	43	FN
12225	refuted	refute	refute.v	v	Statement	43	training
12226	regalia	regalia	regalia.n	n	Accoutrements	158	FN
12227	regalia	regalia	regalia.n	n	Clothing	134	FN
12228	regard	regard	regard.n	n	Regard	1400	FN
12229	regard	regard	regard.n	n	Topic	373	FN
12230	regard	regard	regard.v	v	Categorization	21	FN
12231	regard	regard	regard.v	v	Regard	1400	FN
12232	regard	regard	regard.v	v	Topic	373	FN
12233	regarded	regard	regard.v	v	Categorization	21	training
12234	regarded	regard	regard.v	v	Regard	1400	training
12235	regarding	regarding	regarding.prep	prep	Topic	373	FN
12236	regarding	regarding	regarding.prep	prep	Topic	373	training
12237	regards	regard	regard.v	v	Categorization	21	training
12238	regicide	regicide	regicide.n	n	Killing	590	FN
12239	regime	regime	regime.n	n	Law	950	FN
12240	regime	regime	regime.n	n	Law	950	training
12241	regime	regime	regime.n	n	Leadership	73	FN
12242	regime	regime	regime.n	n	Leadership	73	training
12243	regimes	regime	regime.n	n	Leadership	73	training
12244	region	region	region.n	n	Locale	192	FN
12245	region	region	region.n	n	Locale	192	training
12246	regional	regional	regional.a	a	Locale	192	FN
12247	regional	regional	regional.a	a	Locale	192	training
12248	regions	region	region.n	n	Locale	192	training
12249	register	register	register.v	v	Becoming_aware	20	FN
12250	register	register	register.v	v	Recording	1615	FN
12251	regret	regret	regret.n	n	Experiencer_focus	48	FN
12252	regret	regret	regret.n	n	Experiencer_focus	48	training
12253	regret	regret	regret.v	v	Experiencer_focus	48	FN
12254	regretted	regret	regret.v	v	Experiencer_focus	48	training
12255	regularly	regularly	regularly.adv	adv	Frequency	80	FN
12256	regularly	regularly	regularly.adv	adv	Frequency	80	training
12257	regulation	regulation	regulation.n	n	Law	950	FN
12258	regulations	regulation	regulation.n	n	Law	950	training
12259	regurgitate	regurgitate	regurgitate.v	v	Excreting	270	FN
12260	rehabilitate	rehabilitate	rehabilitate.v	v	Cure	50	FN
12261	rehabilitation	rehabilitation	rehabilitation.n	n	Cure	50	FN
12262	rehabilitation	rehabilitation	rehabilitation.n	n	Cure	50	training
12263	rehabilitative	rehabilitative	rehabilitative.a	a	Cure	50	FN
12264	rehearsal	rehearsal	rehearsal.n	n	Practice	962	FN
12265	rehearsal	rehearsal	rehearsal_((mass)).n	n	Practice	962	FN
12266	rehearse	rehearse	rehearse.v	v	Practice	962	FN
12267	reheat	reheat	reheat.v	v	Cause_temperature_change	334	FN
12268	reheat	reheat	reheat.v	v	Inchoative_change_of_temperature	797	FN
12269	reign	reign	reign.v	v	Leadership	73	FN
12270	reigned	reign	reign.v	v	Leadership	73	training
12271	reinforce	reinforce	reinforce.v	v	Cause_change_of_strength	1781	FN
12272	reinforcing	reinforce	reinforce.v	v	Cause_change_of_strength	1781	training
12273	reinstate	reinstate	reinstate.v	v	Cause_to_resume	1372	FN
12274	reinvigorate	reinvigorate	reinvigorate.v	v	Rejuvenation	1614	FN
12275	reinvigorate	reinvigorate	reinvigorate.v	v	Rejuvenation	1614	training
12276	reinvigoration	reinvigoration	reinvigoration.n	n	Rejuvenation	1614	FN
12277	reiterate	reiterate	reiterate.v	v	Statement	43	FN
12278	reiterated	reiterate	reiterate.v	v	Statement	43	training
12279	reject	reject	reject.v	v	Respond_to_proposal	1623	FN
12280	rejected	reject	reject.v	v	Respond_to_proposal	1623	training
12281	rejection	rejection	rejection.n	n	Respond_to_proposal	1623	FN
12282	rejection	rejection	rejection.n	n	Respond_to_proposal	1623	training
12283	rejoin	rejoin	rejoin.v	v	Communication_response	42	FN
12284	rejoinder	rejoinder	rejoinder.n	n	Communication_response	42	FN
12285	rejuvenate	rejuvenate	rejuvenate.v	v	Rejuvenation	1614	FN
12286	rejuvenation	rejuvenation	rejuvenation.n	n	Rejuvenation	1614	FN
12287	rejuvenation	rejuvenation	rejuvenation.n	n	Rejuvenation	1614	training
12288	relate	relate	relate.v	v	Relating_concepts	2060	FN
12289	relate	relate	relate.v	v	Statement	43	FN
12290	related	related	related.a	a	Cognitive_connection	720	FN
12291	related	related	related.a	a	Cognitive_connection	720	training
12292	relation	relation	relation.n	n	Relation	248	FN
12293	relations	relation	relation.n	n	Relation	248	training
12294	relationship	relationship	relationship.n	n	Cognitive_connection	720	FN
12295	relationship	relationship	relationship.n	n	Cognitive_connection	720	training
12296	relative	relative	relative.n	n	Kinship	104	FN
12297	relatives	relative	relative.n	n	Kinship	104	training
12298	relaxation	relaxation	relaxation.n	n	Stimulus_focus	364	FN
12299	relaxation	relaxation	relaxation.n	n	Stimulus_focus	364	training
12300	relaxed	relaxed	relaxed.a	a	Emotion_directed	46	FN
12301	relaxing	relaxing	relaxing.a	a	Stimulus_focus	364	FN
12302	release	release	release.n	n	Releasing	317	FN
12303	release	release	release.n	n	Releasing	317	training
12304	release	release	release.v	v	Releasing	317	FN
12305	released	release	release.v	v	Releasing	317	training
12306	relent	relent	relent.v	v	Giving_in	1497	FN
12307	reliability	reliability	reliability.n	n	Trust	1731	FN
12308	reliability	reliability	reliability.n	n	Trust	1731	training
12309	reliable	reliable	reliable.a	a	Trust	1731	FN
12310	reliable	reliable	reliable.a	a	Trust	1731	training
12311	reliance	reliance	reliance.n	n	Reliance	901	FN
12312	reliance	reliance	reliance.n	n	Reliance	901	training
12313	relied	rely	rely.v	v	Reliance	901	training
12314	relies	rely	rely.v	v	Reliance	901	training
12315	relinquish	relinquish	relinquish.v	v	Surrendering_possession	1500	FN
12316	relinquish	relinquish	relinquish.v	v	Surrendering_possession	1500	training
12317	relinquished	relinquish	relinquish.v	v	Surrendering_possession	1500	training
12318	relish	relish	relish.n	n	Experiencer_focus	48	FN
12319	relish	relish	relish.v	v	Emotions_of_mental_activity	2045	FN
12320	reluctant	reluctant	reluctant.a	a	Desiring	366	FN
12321	reluctant	reluctant	reluctant.a	a	Willingness	1632	FN
12322	rely	rely	rely.v	v	Reliance	901	FN
12323	rely	rely	rely.v	v	Reliance	901	training
12324	relying	rely	rely.v	v	Reliance	901	training
12325	remain	remain	remain.v	v	Existence	660	FN
12326	remain	remain	remain.v	v	Existence	660	training
12327	remain	remain	remain.v	v	Left_to_do	1041	FN
12328	remain	remain	remain.v	v	Remainder	1030	FN
12329	remain	remain	remain.v	v	Remainder	1030	training
12330	remain	remain	remain.v	v	State_continue	1155	FN
12331	remain	remain	remain.v	v	State_continue	1155	training
12332	remainder	remainder	remainder.n	n	Left_to_do	1041	FN
12333	remainder	remainder	remainder.n	n	Left_to_do	1041	training
12334	remained	remain	remain.v	v	State_continue	1155	training
12335	remaining	remain	remain.v	v	State_continue	1155	training
12336	remains	remain	remain.v	v	Existence	660	training
12337	remains	remain	remain.v	v	Left_to_do	1041	training
12338	remains	remain	remain.v	v	Remainder	1030	training
12339	remains	remain	remain.v	v	State_continue	1155	training
12340	remains	remains	remains.n	n	Remainder	1030	FN
12341	remains	remains	remains.n	n	Remainder	1030	training
12342	remark	remark	remark.n	n	Statement	43	FN
12343	remark	remark	remark.v	v	Statement	43	FN
12344	remarked	remark	remark.v	v	Statement	43	training
12345	remedy	remedy	remedy.n	n	Cure	50	FN
12346	remedy	remedy	remedy.n	n	Cure	50	training
12347	remedy	remedy	remedy.v	v	Cure	50	FN
12348	remedy	remedy	remedy.v	v	Cure	50	training
12349	remember	remember	remember.v	v	Memory	135	FN
12350	remember	remember	remember.v	v	Memory	135	training
12351	remember	remember	remember.v	v	Remembering_experience	1222	FN
12352	remember	remember	remember.v	v	Remembering_information	1220	FN
12353	remember	remember	remember.v	v	Remembering_to_do	1221	FN
12354	remind	remind	remind.v	v	Evoking	1012	FN
12355	remind	remind	remind.v	v	Evoking	1012	training
12356	reminder	reminder	reminder.n	n	Evoking	1012	FN
12357	reminder	reminder	reminder.n	n	Evoking	1012	training
12358	reminisce	reminisce	reminisce.v	v	Remembering_experience	1222	FN
12359	remnant	remnant	remnant.n	n	Remainder	1030	FN
12360	remnants	remnant	remnant.n	n	Remainder	1030	training
12361	remonstrance	remonstrance	remonstrance.n	n	Judgment_communication	219	FN
12362	remonstrate	remonstrate	remonstrate.v	v	Judgment_communication	219	FN
12363	remorse	remorse	remorse.n	n	Contrition	382	FN
12364	remorseful	remorseful	remorseful.a	a	Contrition	382	FN
12365	remorseless	remorseless	remorseless.a	a	Contrition	382	FN
12366	removal	removal	removal.n	n	Removing	63	FN
12367	removal	removal	removal.n	n	Removing	63	training
12368	remove	remove	remove.v	v	Removing	63	FN
12369	remove	remove	remove.v	v	Removing	63	training
12370	remove	remove	remove.v	v	Undressing	1210	FN
12371	removed	remove	remove.v	v	Removing	63	training
12372	removing	remove	remove.v	v	Removing	63	training
12373	rename	rename	rename.v	v	Name_conferral	221	FN
12374	renamed	rename	rename.v	v	Name_conferral	221	training
12375	renaming	rename	rename.v	v	Name_conferral	221	training
12376	rend	rend	rend.v	v	Cause_to_fragment	414	FN
12377	rend	rend	rend.v	v	Damaging	415	FN
12378	render	render	render.v	v	Categorization	21	FN
12379	render	render	render.v	v	Causation	5	FN
12380	render	render	render.v	v	Causation	5	training
12381	rendering	render	render.v	v	Causation	5	training
12382	renege	renege	renege.v	v	Going_back_on_a_commitment	1566	FN
12383	renew	renew	renew.v	v	Activity_resume	1156	FN
12384	renew	renew	renew.v	v	Rejuvenation	1614	FN
12385	renewed	renew	renew.v	v	Activity_resume	1156	training
12386	renewed	renew	renew.v	v	Rejuvenation	1614	training
12387	renewing	renew	renew.v	v	Activity_resume	1156	training
12388	renounce	renounce	renounce.v	v	Renunciation	1231	FN
12389	renouncing	renounce	renounce.v	v	Renunciation	1231	training
12390	renown	renown	renown.n	n	Fame	1880	FN
12391	renowned	renowned	renowned.a	a	Fame	1880	FN
12392	renowned	renowned	renowned.a	a	Fame	1880	training
12393	rent	rent	rent.v	v	Renting	1728	FN
12394	rent	rent	rent.v	v	Renting_out	1729	FN
12395	renunciation	renunciation	renunciation.n	n	Renunciation	1231	FN
12396	repair	repair	repair.v	v	Self_motion	64	FN
12397	reparation	reparation	reparation.n	n	Reparation	400	FN
12398	reparations	reparations	reparations.n	n	Fining	223	FN
12399	repay	repay	repay.v	v	Repayment	2370	FN
12400	repayment	repayment	repayment.n	n	Repayment	2370	FN
12401	repeated	repeated	repeated.a	a	Frequency	80	FN
12402	repeated	repeated	repeated.a	a	Frequency	80	training
12403	repel	repel	repel.v	v	Experiencer_obj	47	FN
12404	repel	repel	repel.v	v	Repel	2026	FN
12405	repellent	repellent	repellent.a	a	Stimulus_focus	364	FN
12406	repent	repent	repent.v	v	Contrition	382	FN
12407	repentance	repentance	repentance.n	n	Contrition	382	FN
12408	repentance	repentance	repentance.n	n	Contrition	382	training
12409	repentant	repentant	repentant.a	a	Contrition	382	FN
12410	repertoire	repertoire	repertoire.n	n	Aggregate	103	FN
12411	repertory	repertory	repertory.n	n	Aggregate	103	FN
12412	replace	replace	replace.v	v	Replacing	1121	FN
12413	replace	replace	replace.v	v	Replacing	1121	training
12414	replace	replace	replace.v	v	Take_place_of	1171	FN
12415	replace	replace	replace.v	v	Take_place_of	1171	training
12416	replaced	replace	replace.v	v	Take_place_of	1171	training
12417	replacement	replacement	replacement.n	n	Replacing	1121	FN
12418	replacement	replacement	replacement.n	n	Take_place_of	1171	FN
12419	replacement	replacement	replacement.n	n	Take_place_of	1171	training
12420	replacing	replace	replace.v	v	Replacing	1121	training
12421	replacing	replace	replace.v	v	Take_place_of	1171	training
12422	replete	replete	replete.a	a	Abounding_with	262	FN
12423	replica	replica	replica.n	n	Duplication	11	FN
12424	replicas	replica	replica.n	n	Duplication	11	training
12425	replicate	replicate	replicate.v	v	Duplication	11	FN
12426	replies	reply	reply.n	n	Communication_response	42	training
12427	reply	reply	reply.n	n	Communication_response	42	FN
12428	reply	reply	reply.v	v	Communication_response	42	FN
12429	repopulate	repopulate	repopulate.v	v	Colonization	1794	FN
12430	report	report	report.n	n	Statement	43	FN
12431	report	report	report.n	n	Statement	43	training
12432	report	report	report.n	n	Text	298	FN
12433	report	report	report.n	n	Text	298	training
12434	report	report	report.v	v	Reporting	483	FN
12435	report	report	report.v	v	Reporting	483	training
12436	report	report	report.v	v	Statement	43	FN
12437	report	report	report.v	v	Statement	43	training
12438	reported	report	report.v	v	Statement	43	training
12439	reportedly	reportedly	reportedly.adv	adv	Unattributed_information	1154	FN
12440	reportedly	reportedly	reportedly.adv	adv	Unattributed_information	1154	training
12441	reporter	reporter	reporter.n	n	People_by_vocation	1071	FN
12442	reports	report	report.n	n	Statement	43	training
12443	reports	report	report.n	n	Text	298	training
12444	reports	report	report.v	v	Statement	43	training
12445	repository	repository	repository.n	n	Building_subparts	188	FN
12446	reprehend	reprehend	reprehend.v	v	Judgment_communication	219	FN
12447	reprehensible	reprehensible	reprehensible.a	a	Judgment	28	FN
12448	reprehensible	reprehensible	reprehensible.a	a	Praiseworthiness	399	FN
12449	reprehension	reprehension	reprehension.n	n	Judgment_communication	219	FN
12450	represent	represent	represent.v	v	Cause_to_perceive	2161	FN
12451	represent	represent	represent.v	v	Communicate_categorization	796	FN
12452	represent	represent	represent.v	v	Communicate_categorization	796	training
12453	representation	representation	representation.n	n	Communicate_categorization	796	FN
12454	representative	representative	representative.n	n	Leadership	73	FN
12455	representatives	representative	representative.n	n	Leadership	73	training
12456	represents	represent	represent.v	v	Communicate_categorization	796	training
12457	reprimand	reprimand	reprimand.n	n	Judgment_direct_address	711	FN
12458	reprimand	reprimand	reprimand.v	v	Judgment_direct_address	711	FN
12459	reprimand	reprimand	reprimand.v	v	Judgment_direct_address	711	training
12460	reproach	reproach	reproach.n	n	Judgment	28	FN
12461	reproach	reproach	reproach.v	v	Judgment_direct_address	711	FN
12462	reproachful	reproachful	reproachful.a	a	Judgment	28	FN
12463	reprobate	reprobate	reprobate.a	a	Morality_evaluation	370	FN
12464	reprobate	reprobate	reprobate.n	n	People_by_morality	1102	FN
12465	reprocess	reprocess	reprocess.v	v	Processing_materials	620	FN
12466	reprocess	reprocess	reprocess.v	v	Processing_materials	620	training
12467	reprocessed	reprocess	reprocess.v	v	Processing_materials	620	training
12468	reprocessing	reprocess	reprocess.v	v	Processing_materials	620	training
12469	reprocessing	reprocessing	reprocessing.n	n	Processing_materials	620	FN
12470	reprocessing	reprocessing	reprocessing.n	n	Processing_materials	620	training
12471	reproduce	reproduce	reproduce.v	v	Duplication	11	FN
12472	reproduced	reproduce	reproduce.v	v	Duplication	11	training
12473	reproof	reproof	reproof.n	n	Judgment_direct_address	711	FN
12474	reprove	reprove	reprove.v	v	Judgment_direct_address	711	FN
12475	reputation	reputation	reputation.n	n	Fame	1880	FN
12476	reputation	reputation	reputation.n	n	Fame	1880	training
12477	request	request	request.n	n	Request	41	FN
12478	request	request	request.n	n	Request	41	training
12479	request	request	request.v	v	Request	41	FN
12480	request	request	request.v	v	Request	41	training
12481	requested	request	request.v	v	Request	41	training
12482	requesting	request	request.v	v	Request	41	training
12483	requests	request	request.n	n	Request	41	training
12484	requests	request	request.v	v	Request	41	training
12485	require	require	require.v	v	Have_as_requirement	1491	FN
12486	require	require	require.v	v	Have_as_requirement	1491	training
12487	require	require	require.v	v	Imposing_obligation	1494	FN
12488	require	require	require.v	v	Imposing_obligation	1494	training
12489	require	require	require.v	v	Needing	1375	FN
12490	require	require	require.v	v	Needing	1375	training
12491	required	require	require.v	v	Imposing_obligation	1494	training
12492	required	required	required.a	a	Being_necessary	1157	FN
12493	required	required	required.a	a	Being_necessary	1157	training
12494	requirement	requirement	requirement.n	n	Being_necessary	1157	FN
12495	requirements	requirement	requirement.n	n	Being_necessary	1157	training
12496	requires	require	require.v	v	Have_as_requirement	1491	training
12497	requires	require	require.v	v	Imposing_obligation	1494	training
12498	requiring	require	require.v	v	Imposing_obligation	1494	training
12499	research	research	research.n	n	Research	1152	FN
12500	research	research	research.n	n	Research	1152	training
12501	research	research	research.v	v	Research	1152	FN
12502	researched	research	research.v	v	Research	1152	training
12503	researcher	researcher	researcher.n	n	People_by_vocation	1071	FN
12504	researches	research	research.v	v	Research	1152	training
12505	researching	research	research.v	v	Research	1152	training
12506	resemblance	resemblance	resemblance.n	n	Similarity	481	FN
12507	resemble	resemble	resemble.v	v	Similarity	481	FN
12508	resembles	resemble	resemble.v	v	Similarity	481	training
12509	resent	resent	resent.v	v	Experiencer_focus	48	FN
12510	resentful	resentful	resentful.a	a	Emotion_directed	46	FN
12511	resentment	resentment	resentment.n	n	Experiencer_focus	48	FN
12512	resentment	resentment	resentment.n	n	Experiencer_focus	48	training
12513	reserve	reserve	reserve.n	n	Store	1511	FN
12514	reserved	reserved	reserved.a	a	Volubility	44	FN
12515	reserves	reserve	reserve.n	n	Store	1511	training
12516	reservoir	reservoir	reservoir.n	n	Containers	78	FN
12517	reshape	reshape	reshape.v	v	Cause_change	683	FN
12518	reshape	reshape	reshape.v	v	Cause_change	683	training
12519	reside	reside	reside.v	v	Residence	110	FN
12520	residence	residence	residence.n	n	Buildings	173	FN
12521	residence	residence	residence.n	n	Buildings	173	training
